megnevezes,irsz
Budapest - XI. - kerület - Rétköz - utca - 2 - 22,1118
Budapest - XVII. - kerület - Rétsár - utca - az egész utca irányítószáma,1173
Budapest - XVII. - kerület - Rétvége - utca - az egész utca irányítószáma,1172
Budapest - XXI. - kerület - Retyezáti - út - az egész utca irányítószáma,1213
Budapest - IV. - kerület - Rév - utca - az egész utca irányítószáma,1044
Budapest - XXI. - kerület - Rév - utca - az egész utca irányítószáma,1214
Budapest - VI. - kerület - Révay - utca - az egész utca irányítószáma,1065
Budapest - XX. - kerület - Révay - utca - az egész utca irányítószáma,1205
Budapest - VI. - kerület - Révay - köz - az egész utca irányítószáma,1065
Budapest - XIII. - kerület - Révész - utca - az egész utca irányítószáma,1138
Budapest - XXI. - kerület - Révész - út - az egész utca irányítószáma,1213
Budapest - IV. - kerület - Reviczky - utca - a páros oldal irányítószáma,1044
Budapest - IV. - kerület - Reviczky - utca - 1 - 15,1044
Budapest - IV. - kerület - Reviczky - utca - 17 - 65,1047
Budapest - VIII. - kerület - Reviczky - utca - az egész utca irányítószáma,1088
Budapest - XIX. - kerület - Reviczky - köz - az egész utca irányítószáma,1192
Budapest - III. - kerület - Reviczkyezredes - utca - az egész utca irányítószáma,1033
Budapest - XVIII. - kerület - ReviczkyGyula - utca - 1 - 17,1184
Budapest - XVIII. - kerület - ReviczkyGyula - utca - 2 - 28,1184
Budapest - XVIII. - kerület - ReviczkyGyula - utca - az utca többi részének irányítószáma,1181
Budapest - II. - kerület - Rezeda - utca - az egész utca irányítószáma,1028
Budapest - XI. - kerület - Rezeda - utca - az egész utca irányítószáma,1118
Budapest - XVIII. - kerület - Rezeda - utca - az egész utca irányítószáma,1184
Budapest - XX. - kerület - Rezeda - utca - az egész utca irányítószáma,1204
Budapest - XXI. - kerület - Rezeda - utca - az egész utca irányítószáma,1214
Budapest - XVII. - kerület - Rezgõ - utca - az egész utca irányítószáma,1171
Budapest - XVII. - kerület - Rezgõ - köz - az egész utca irányítószáma,1171
Budapest - XVI. - kerület - Rezgõfû - utca - az egész utca irányítószáma,1165
Budapest - X. - kerület - Reznek - utca - az egész utca irányítószáma,1106
Budapest - XXIII. - kerület - Rézöntõ - utca - az egész utca irányítószáma,1238
Budapest - X. - kerület - Rézvirág - utca - az egész utca irányítószáma,1106
Budapest - VIII. - kerület - Rezsõ - tér - az egész utca irányítószáma,1089
Budapest - II. - kerület - Rézsû - utca - az egész utca irányítószáma,1029
Budapest - III. - kerület - Rézüst - utca - az egész utca irányítószáma,1038
Budapest - II. - kerület - Rhédey - utca - az egész utca irányítószáma,1026
Budapest - II. - kerület - Riadó - utca - az egész utca irányítószáma,1026
Budapest - XXIII. - kerület - Rianás - utca - az egész utca irányítószáma,1239
Budapest - II. - kerület - Ribáry - utca - az egész utca irányítószáma,1022
Budapest - XII. - kerület - Ribizli - lépcsõ - az egész utca irányítószáma,1125
Budapest - X. - kerület - RichterGedeon - utca - az egész utca irányítószáma,1103
Budapest - XVIII. - kerület - RiedlFrigyes - utca - az egész utca irányítószáma,1183
Budapest - XVIII. - kerület - RieszFrigyes - utca - az egész utca irányítószáma,1181
Budapest - XV. - kerület - Rigmus - utca - az egész utca irányítószáma,1155
Budapest - II. - kerület - Rigó - utca - az egész utca irányítószáma,1029
Budapest - VIII. - kerület - Rigó - utca - az egész utca irányítószáma,1085
Budapest - XVI. - kerület - Rigó - utca - az egész utca irányítószáma,1161
Budapest - XXI. - kerület - Rigó - utca - az egész utca irányítószáma,1213
Budapest - XVIII. - kerület - Rím - utca - az egész utca irányítószáma,1183
Budapest - XVI. - kerület - Rimaszombat - utca - az egész utca irányítószáma,1162
Budapest - XVIII. - kerület - Rimaszombat - utca - az egész utca irányítószáma,1185
Budapest - XX. - kerület - Rimaszombat - utca - az egész utca irányítószáma,1202
Budapest - XI. - kerület - Rimaszombati - út - az egész utca irányítószáma,1118
Budapest - III. - kerület - Ringató - utca - az egész utca irányítószáma,1031
Budapest - XI. - kerület - Ringló - út - az egész utca irányítószáma,1116
Budapest - XXII. - kerület - Ringló - út - az egész utca irányítószáma,1221
Budapest - III. - kerület - RipkaFerenc - utca - az egész utca irányítószáma,1031
Budapest - VI. - kerület - RipplRónai - utca - az egész utca irányítószáma,1068
Budapest - XVII. - kerület - RiszticsJános - utca - az egész utca irányítószáma,1174
Budapest - XX. - kerület - Ritka - utca - az egész utca irányítószáma,1204
Budapest - XX. - kerület - Ritka - köz - az egész utca irányítószáma,1204
Budapest - XXII. - kerület - Rizling - utca - az egész utca irányítószáma,1223
Budapest - XVII. - kerület - Rizskalász - utca - az egész utca irányítószáma,1171
Budapest - XVI. - kerület - Róbert - utca - az egész utca irányítószáma,1161
Budapest - X. - kerület - RobertBosch - utca - az egész utca irányítószáma,1103
Budapest - XIII. - kerület - RóbertKároly - körút - 32 - 88,1134
Budapest - XIII. - kerület - RóbertKároly - körút - 39 - 77,1134
Budapest - XIII. - kerület - RóbertKároly - körút - 90 - 104,1135
Budapest - XIII. - kerület - RóbertKároly - körút - 1 - 37,1138
Budapest - XIII. - kerület - RóbertKároly - körút - 2 - 30,1138
Budapest - XIV. - kerület - RóbertKároly - körút - az utca többi részének irányítószáma,1146
Budapest - XVII. - kerület - Robogó - utca - az egész utca irányítószáma,1172
Budapest - II. - kerület - Rodostó - utca - az egész utca irányítószáma,1028
Budapest - XI. - kerület - Rodostó - utca - az egész utca irányítószáma,1118
Budapest - I. - kerület - Roham - utca - az egész utca irányítószáma,1013
Budapest - XIV. - kerület - Rohonc - utca - az egész utca irányítószáma,1142
Budapest - I. - kerület - Róka - utca - az egész utca irányítószáma,1016
Budapest - XXI. - kerület - Róka - utca - az egész utca irányítószáma,1213
Budapest - III. - kerület - Rókahegyi - út - az egész utca irányítószáma,1038
Budapest - III. - kerület - Rókaláb - utca - az egész utca irányítószáma,1038
Budapest - XXII. - kerület - Rókales - utca - az egész utca irányítószáma,1223
Budapest - III. - kerület - Rókavár - utca - az egész utca irányítószáma,1038
Budapest - XIII. - kerület - Rokolya - utca - az egész utca irányítószáma,1131
Budapest - XIII. - kerület - Rokon - utca - az egész utca irányítószáma,1131
Budapest - II. - kerület - Rókushegyi - lépcsõ - az egész utca irányítószáma,1022
Budapest - III. - kerület - Római - tér - az egész utca irányítószáma,1031
Budapest - III. - kerület - Római - út - az egész utca irányítószáma,1031
Budapest - XXII. - kerület - Római - utca - az egész utca irányítószáma,1222
Budapest - III. - kerület - Római - part - az egész utca irányítószáma,1031
Budapest - X. - kerület - Román - utca - az egész utca irányítószáma,1105
Budapest - II. - kerület - RómerFlóris - utca - a páratlan oldal irányítószáma,1023
Budapest - II. - kerület - RómerFlóris - utca - a páros oldal irányítószáma,1024
Budapest - XVI. - kerület - Romhány - utca - az egész utca irányítószáma,1163
Budapest - XXII. - kerület - RomhányiJózsef - utca - az egész utca irányítószáma,1225
Budapest - XIV. - kerület - Róna - utca - az utca többi részének irányítószáma,1145
Budapest - XIV. - kerület - Róna - utca - 1 - 39,1148
Budapest - XIV. - kerület - Róna - utca - 46 - 122,1149
Budapest - XIV. - kerület - Róna - utca - 2 - 44,1148
Budapest - XIV. - kerület - Róna - utca - 41 - 119,1149
Budapest - XIV. - kerület - Róna - park - az egész utca irányítószáma,1142
Budapest - XIV. - kerület - Róna - köz - az egész utca irányítószáma,1149
Budapest - XIII. - kerület - Ronyva - utca - az egész utca irányítószáma,1133
Budapest - XII. - kerület - Roskovics - utca - az egész utca irányítószáma,1122
Budapest - XXII. - kerület - Rosta - utca - az egész utca irányítószáma,1222
Budapest - IX. - kerület - RóthMiksa - utca - az egész utca irányítószáma,1095
Budapest - VII. - kerület - Rottenbiller - utca - 37 - 51,1071
Budapest - VII. - kerület - Rottenbiller - utca - 2 - 24,1074
Budapest - VII. - kerület - Rottenbiller - utca - 1 - 35,1077
Budapest - VII. - kerület - Rottenbiller - utca - 26 - 0,1077
Budapest - XVI. - kerület - Rovás - utca - az egész utca irányítószáma,1163
Budapest - XVII. - kerület - Rovátka - utca - az egész utca irányítószáma,1171
Budapest - III. - kerület - Róza - köz - az egész utca irányítószáma,1038
Budapest - III. - kerület - Rozália - utca - az egész utca irányítószáma,1031
Budapest - VIII. - kerület - Rozgonyi - utca - az egész utca irányítószáma,1089
Budapest - XIX. - kerület - Rozgonyi - köz - az egész utca irányítószáma,1192
Budapest - III. - kerület - RozgonyiPiroska - utca - az egész utca irányítószáma,1031
Budapest - XI. - kerület - Rozmaring - utca - az egész utca irányítószáma,1118
Budapest - XXI. - kerület - Rozmaring - utca - az egész utca irányítószáma,1213
Budapest - IV. - kerület - Rozs - utca - az egész utca irányítószáma,1045
Budapest - II. - kerület - Rózsa - utca - az egész utca irányítószáma,1028
Budapest - III. - kerület - Rózsa - utca - az egész utca irányítószáma,1038
Budapest - IV. - kerület - Rózsa - utca - az utca többi részének irányítószáma,1041
Budapest - IV. - kerület - Rózsa - utca - 2 - 38,1042
Budapest - IV. - kerület - Rózsa - utca - 23 - 47,1042
Budapest - IV. - kerület - Rózsa - utca - 1 - 21,1045
Budapest - VI. - kerület - Rózsa - utca - az utca többi részének irányítószáma,1064
Budapest - VII. - kerület - Rózsa - utca - 1 - 47,1077
Budapest - VII. - kerület - Rózsa - utca - 2 - 40,1077
Budapest - XVI. - kerület - Rózsa - utca - az egész utca irányítószáma,1161
Budapest - XVIII. - kerület - Rózsa - utca - az egész utca irányítószáma,1183
Budapest - XXI. - kerület - Rózsa - utca - az egész utca irányítószáma,1214
Budapest - XXI. - kerület - Rózsa - köz - az egész utca irányítószáma,1214
Budapest - XI. - kerület - Rózsabarack - utca - az egész utca irányítószáma,1112
Budapest - XXII. - kerület - Rózsabarack - utca - az egész utca irányítószáma,1224
Budapest - XVI. - kerület - Rózsabimbó - utca - az egész utca irányítószáma,1161
Budapest - IV. - kerület - Rózsabokor - utca - az egész utca irányítószáma,1044
Budapest - III. - kerület - Rózsadomb - utca - az egész utca irányítószáma,1038
Budapest - XIII. - kerület - Rózsafa - utca - az egész utca irányítószáma,1134
Budapest - XVII. - kerület - Rózsahegy - utca - az egész utca irányítószáma,1174
Budapest - II. - kerület - Rózsahegy - utca - az egész utca irányítószáma,1024
Budapest - VII. - kerület - Rózsák - tere - az egész utca irányítószáma,1074
Budapest - XXII. - kerület - Rózsakert - utca - az egész utca irányítószáma,1223
Budapest - XVIII. - kerület - Rózsakvarc - utca - az egész utca irányítószáma,1188
Budapest - XVI. - kerület - Rózsalevél - utca - az egész utca irányítószáma,1164
Budapest - IV. - kerület - Rózsaliget - köz - az egész utca irányítószáma,1041
Budapest - XX. - kerület - Rózsás - utca - 1 - 45,1201
Budapest - XX. - kerület - Rózsás - utca - 2 - 44,1201
Budapest - XX. - kerület - Rózsás - utca - az utca többi részének irányítószáma,1204
Budapest - XVII. - kerület - Rózsaszál - utca - az egész utca irányítószáma,1171
Budapest - XXII. - kerület - Rózsaszirom - utca - az egész utca irányítószáma,1224
Budapest - XI. - kerület - Rózsaszõlõ - utca - az egész utca irányítószáma,1112
Budapest - XI. - kerület - Rózsatõ - utca - az egész utca irányítószáma,1112
Budapest - XIV. - kerület - Rózsavölgyi - tér - az egész utca irányítószáma,1141
Budapest - XIV. - kerület - Rózsavölgyi - utca - az egész utca irányítószáma,1141
Budapest - XIV. - kerület - Rózsavölgyi - köz - az egész utca irányítószáma,1141
Budapest - III. - kerület - Rozsda - utca - az egész utca irányítószáma,1031
Budapest - XI. - kerület - Rozsdafarkú - utca - az egész utca irányítószáma,1112
Budapest - XIII. - kerület - Rozsnyay - utca - az egész utca irányítószáma,1139
Budapest - XI. - kerület - Rozsnyó - tér - az egész utca irányítószáma,1119
Budapest - XVIII. - kerület - Rozsnyó - utca - az egész utca irányítószáma,1185
Budapest - XX. - kerület - Rozsnyó - utca - az egész utca irányítószáma,1202
Budapest - XI. - kerület - Rozsnyó - köz - az egész utca irányítószáma,1119
Budapest - XVI. - kerület - Rozsos - utca - az egész utca irányítószáma,1162
Budapest - XI. - kerület - Rõf - utca - az egész utca irányítószáma,1113
Budapest - XIX. - kerület - Rögös - utca - az egész utca irányítószáma,1194
Budapest - VIII. - kerület - RökkSzilárd - utca - az egész utca irányítószáma,1085
Budapest - XIII. - kerület - Röntgen - utca - az egész utca irányítószáma,1132
Budapest - XIII. - kerület - Röppentyû - utca - az egész utca irányítószáma,1139
Budapest - XIII. - kerület - Röppentyû - köz - az egész utca irányítószáma,1139
Budapest - III. - kerület - Rövid - utca - az egész utca irányítószáma,1039
Budapest - XII. - kerület - Rõzse - utca - az egész utca irányítószáma,1125
Budapest - XII. - kerület - Rõzse - köz - az egész utca irányítószáma,1125
Budapest - XV. - kerület - Rubin - utca - az egész utca irányítószáma,1155
Budapest - XXIII. - kerület - Ruca - utca - az egész utca irányítószáma,1238
Budapest - XVIII. - kerület - Rudawszky - utca - az egész utca irányítószáma,1182
Budapest - XXII. - kerület - Rudnyánszky - utca - az egész utca irányítószáma,1225
Budapest - XXII. - kerület - Rugó - utca - az egész utca irányítószáma,1222
Budapest - VII. - kerület - RumbachSebestyén - utca - az egész utca irányítószáma,1075
Budapest - XI. - kerület - Rupphegyi - út - az egész utca irányítószáma,1112
Budapest - XI. - kerület - Rupphegyi - köz - az egész utca irányítószáma,1112
Budapest - II. - kerület - Ruszti - út - az egész utca irányítószáma,1022
Budapest - XVI. - kerület - Rutafa - utca - az egész utca irányítószáma,1165
Budapest - II. - kerület - Ruthén - út - az egész utca irányítószáma,1025
Budapest - XVIII. - kerület - Ruttka - utca - az egész utca irányítószáma,1183
Budapest - XIII. - kerület - RuttkaiÉva - park - az egész utca irányítószáma,1132
Budapest - II. - kerület - Rügy - utca - az egész utca irányítószáma,1026
Budapest - XIV. - kerület - Sabrák - utca - az egész utca irányítószáma,1141
Budapest - XXI. - kerület - SáfárPéter - utca - az egész utca irányítószáma,1212
Budapest - XI. - kerület - Sáfrány - utca - az egész utca irányítószáma,1116
Budapest - XVII. - kerület - Sági - utca - az egész utca irányítószáma,1173
Budapest - II. - kerület - Sajka - utca - az egész utca irányítószáma,1023
Budapest - VII. - kerület - Sajó - utca - az egész utca irányítószáma,1076
Budapest - XVIII. - kerület - Sajó - utca - az egész utca irányítószáma,1185
Budapest - XX. - kerület - Sajó - utca - az egész utca irányítószáma,1204
Budapest - XXII. - kerület - Sajó - utca - az egész utca irányítószáma,1224
Budapest - X. - kerület - SajóSándor - tér - az egész utca irányítószáma,1102
Budapest - XVI. - kerület - Sajtó - utca - az egész utca irányítószáma,1161
Budapest - III. - kerület - Sajtoló - utca - az egész utca irányítószáma,1031
Budapest - XXI. - kerület - Salak - út - az egész utca irányítószáma,1211
Budapest - X. - kerület - Salamon - utca - az egész utca irányítószáma,1103
Budapest - XVIII. - kerület - Saláta - utca - az egész utca irányítószáma,1188
Budapest - VIII. - kerület - Salétrom - utca - az egész utca irányítószáma,1085
Budapest - VIII. - kerület - Salgótarjáni - utca - 1 - 19,1087
Budapest - VIII. - kerület - Salgótarjáni - utca - 2 - 14,1087
Budapest - X. - kerület - Salgótarjáni - utca - az utca többi részének irányítószáma,1101
Budapest - IX. - kerület - SalkaháziSára - park - az egész utca irányítószáma,1094
Budapest - XXIII. - kerület - Sámfa - utca - az egész utca irányítószáma,1238
Budapest - III. - kerület - SanMarco - utca - az utca többi részének irányítószáma,1032
Budapest - III. - kerület - SanMarco - utca - 1 - 51,1034
Budapest - III. - kerület - SanMarco - utca - 2 - 52,1034
Budapest - I. - kerület - Sánc - utca - az egész utca irányítószáma,1016
Budapest - XVI. - kerület - Sándor - utca - az egész utca irányítószáma,1161
Budapest - XXII. - kerület - Sándor - utca - az egész utca irányítószáma,1223
Budapest - IV. - kerület - SándorIstván - utca - az egész utca irányítószáma,1048
Budapest - I. - kerület - SándorMóric - lépcsõ - az egész utca irányítószáma,1013
Budapest - XII. - kerület - SándyGyula - köz - az egész utca irányítószáma,1122
Budapest - XVII. - kerület - Sáránd - utca - az egész utca irányítószáma,1171
Budapest - XI. - kerület - Sárbogárdi - út - az egész utca irányítószáma,1115
Budapest - XV. - kerület - Sárfû - utca - az egész utca irányítószáma,1156
Budapest - XXII. - kerület - Sárgabarack - utca - az egész utca irányítószáma,1223
Budapest - XXII. - kerület - Sárgarigó - utca - az egész utca irányítószáma,1221
Budapest - X. - kerület - Sárgarózsa - utca - az egész utca irányítószáma,1106
Budapest - XVI. - kerület - Sárgarózsa - utca - az egész utca irányítószáma,1163
Budapest - XVI. - kerület - Sarjú - út - az egész utca irányítószáma,1165
Budapest - XVI. - kerület - Sarkad - utca - az egész utca irányítószáma,1162
Budapest - III. - kerület - SarkadiImre - utca - az egész utca irányítószáma,1039
Budapest - XIV. - kerület - Sarkantyú - utca - az egész utca irányítószáma,1144
Budapest - VIII. - kerület - Sárkány - utca - az egész utca irányítószáma,1089
Budapest - XXII. - kerület - Sárkány - utca - az egész utca irányítószáma,1221
Budapest - XXIII. - kerület - Sárkányhajó - dûlõ - az egész utca irányítószáma,1237
Budapest - XIV. - kerület - Sárköz - utca - az egész utca irányítószáma,1142
Budapest - I. - kerület - Sarló - utca - az egész utca irányítószáma,1013
Budapest - XXII. - kerület - Sarló - utca - az egész utca irányítószáma,1221
Budapest - XVII. - kerület - Sarlósfecske - utca - az egész utca irányítószáma,1173
Budapest - XXI. - kerület - Sármány - utca - az egész utca irányítószáma,1213
Budapest - III. - kerület - Saroglya - köz - az egész utca irányítószáma,1031
Budapest - III. - kerület - Saroglya - utca - az egész utca irányítószáma,1031
Budapest - II. - kerület - Sarolta - utca - az egész utca irányítószáma,1025
Budapest - X. - kerület - Sárosi - utca - az egész utca irányítószáma,1103
Budapest - XII. - kerület - Sárospatak - út - az egész utca irányítószáma,1125
Budapest - IV. - kerület - Sárpatak - utca - az egész utca irányítószáma,1048
Budapest - XX. - kerület - Sárrét - utca - az egész utca irányítószáma,1203
Budapest - XIV. - kerület - Sárrét - park - az egész utca irányítószáma,1142
Budapest - XI. - kerület - Saru - utca - az egész utca irányítószáma,1111
Budapest - XXIII. - kerület - Sás - utca - az egész utca irányítószáma,1238
Budapest - V. - kerület - Sas - utca - az egész utca irányítószáma,1051
Budapest - XVI. - kerület - Sas - utca - az egész utca irányítószáma,1161
Budapest - XVIII. - kerület - Sas - utca - az egész utca irányítószáma,1182
Budapest - XX. - kerület - Sas - utca - az egész utca irányítószáma,1205
Budapest - XXI. - kerület - Sas - utca - az egész utca irányítószáma,1214
Budapest - XXI. - kerület - Sás - utca - az egész utca irányítószáma,1215
Budapest - XIX. - kerület - Sas - köz - az egész utca irányítószáma,1194
Budapest - XI. - kerület - Sásliliom - utca - az egész utca irányítószáma,1117
Budapest - XI. - kerület - SasadLiget - park - az egész utca irányítószáma,1112
Budapest - XI. - kerület - Sasadi - út - az utca többi részének irányítószáma,1112
Budapest - XI. - kerület - Sasadi - út - 1 - 89,1118
Budapest - XI. - kerület - Sasadi - út - 2 - 92,1118
Budapest - XI. - kerület - Sasadi - köz - az egész utca irányítószáma,1112
Budapest - II. - kerület - Sasbérc - utca - az egész utca irányítószáma,1029
Budapest - XVI. - kerület - Sasfészek - utca - az egész utca irányítószáma,1163
Budapest - XII. - kerület - Sasfiók - utca - az egész utca irányítószáma,1124
Budapest - XXII. - kerület - Sásfû - köz - az egész utca irányítószáma,1221
Budapest - XVI. - kerület - Sashalmi - köz - az egész utca irányítószáma,1163
Budapest - XVI. - kerület - Sashalmi - sétány - az egész utca irányítószáma,1163
Budapest - XVI. - kerület - Sashalmi - tér - az egész utca irányítószáma,1163
Budapest - XVI. - kerület - Sashalom - utca - az egész utca irányítószáma,1161
Budapest - XII. - kerület - Sashegyi - út - az egész utca irányítószáma,1124
Budapest - XXI. - kerület - Sáska - utca - az egész utca irányítószáma,1213
Budapest - XXII. - kerület - Saskõ - tér - az egész utca irányítószáma,1222
Budapest - XVI. - kerület - Sasszem - utca - az egész utca irányítószáma,1163
Budapest - XVI. - kerület - Sasvár - utca - 1 - 95,1163
Budapest - XVI. - kerület - Sasvár - utca - 2 - 100,1163
Budapest - XVI. - kerület - Sasvár - utca - az utca többi részének irányítószáma,1165
Budapest - XXII. - kerület - Sátor - utca - az egész utca irányítószáma,1222
Budapest - XXII. - kerület - Sáv - utca - az egész utca irányítószáma,1222
Budapest - XIV. - kerület - Savanyúkút - utca - az egész utca irányítószáma,1142
Budapest - XXII. - kerület - SavoyaiJenõ - tér - az egész utca irányítószáma,1221
Budapest - XI. - kerület - SaxlehnerAndrás - park - az egész utca irányítószáma,1112
Budapest - XVIII. - kerület - SchaubMihály - utca - az egész utca irányítószáma,1188
Budapest - III. - kerület - SchönGyõzõ - utca - az egész utca irányítószáma,1031
Budapest - VIII. - kerület - ScheiberSándor - utca - az egész utca irányítószáma,1085
Budapest - XVII. - kerület - SchellGyuláné - tér - az egész utca irányítószáma,1171
Budapest - Margitsziget - kerület - SchulekFrigyes - sétány - az egész utca irányítószáma,1007
Budapest - I. - kerület - SchulekFrigyes - lépcsõ - az egész utca irányítószáma,1015
Budapest - XII. - kerület - SchwartzerFerenc - utca - az egész utca irányítószáma,1123
Budapest - XX. - kerület - SchweidelJózsef - tér - az egész utca irányítószáma,1204
Budapest - IV. - kerület - SchweidelJózsef - utca - az egész utca irányítószáma,1047
Budapest - XI. - kerület - Schweidel - utca - az egész utca irányítószáma,1118
Budapest - XX. - kerület - Sebestyén - utca - az egész utca irányítószáma,1203
Budapest - XXIII. - kerület - Sebész - utca - az egész utca irányítószáma,1238
Budapest - XXIII. - kerület - Sebész - köz - az egész utca irányítószáma,1238
Budapest - XVI. - kerület - Segesvár - utca - az egész utca irányítószáma,1162
Budapest - XIX. - kerület - Segesvár - utca - az egész utca irányítószáma,1194
Budapest - XI. - kerület - SegnerJános - utca - az egész utca irányítószáma,1116
Budapest - XXII. - kerület - Seidl - lépcsõ - az egész utca irányítószáma,1222
Budapest - X. - kerület - Sellõ - utca - az egész utca irányítószáma,1108
Budapest - XX. - kerület - Selmec - utca - az egész utca irányítószáma,1204
Budapest - XVIII. - kerület - Selmecbánya - utca - 1 - 19,1183
Budapest - XVIII. - kerület - Selmecbánya - utca - 2 - 26,1183
Budapest - XVIII. - kerület - Selmecbánya - utca - az utca többi részének irányítószáma,1185
Budapest - III. - kerület - Selmeci - utca - az egész utca irányítószáma,1034
Budapest - XXII. - kerület - Selmeci - utca - az egész utca irányítószáma,1221
Budapest - III. - kerület - Selyem - utca - az egész utca irányítószáma,1032
Budapest - II. - kerület - Selyemakác - utca - az egész utca irányítószáma,1025
Budapest - III. - kerület - Selyemfonó - utca - az egész utca irányítószáma,1033
Budapest - XXIII. - kerület - Selyemkóró - köz - az egész utca irányítószáma,1239
Budapest - IV. - kerület - Semmelweis - utca - az egész utca irányítószáma,1047
Budapest - V. - kerület - Semmelweis - utca - az egész utca irányítószáma,1052
Budapest - XVIII. - kerület - Semmelweis - utca - az egész utca irányítószáma,1185
Budapest - IV. - kerület - SemseyAladár - park - az egész utca irányítószáma,1041
Budapest - XIV. - kerület - SemseyAndor - utca - az egész utca irányítószáma,1143
Budapest - XVIII. - kerület - Sepsiszentgyörgy - utca - az egész utca irányítószáma,1182
Budapest - III. - kerület - SeptimiusSeverus - utca - az egész utca irányítószáma,1039
Budapest - III. - kerület - Sereg - utca - az egész utca irányítószáma,1037
Budapest - III. - kerület - Seregély - utca - az egész utca irányítószáma,1037
Budapest - III. - kerület - Seregély - köz - az egész utca irányítószáma,1037
Budapest - XXI. - kerület - Seregélyes - utca - az egész utca irányítószáma,1213
Budapest - XX. - kerület - Serény - utca - az egész utca irányítószáma,1203
Budapest - III. - kerület - Serfõzõ - utca - az egész utca irányítószáma,1033
Budapest - XI. - kerület - Serleg - utca - az egész utca irányítószáma,1118
Budapest - X. - kerület - Serpenyõ - utca - az egész utca irányítószáma,1108
Budapest - X. - kerület - Serpenyõ - köz - az egész utca irányítószáma,1108
Budapest - X. - kerület - SibrikMiklós - út - 1 - 19,1103
Budapest - X. - kerület - SibrikMiklós - út - 2 - 30,1103
Budapest - X. - kerület - SibrikMiklós - út - az utca többi részének irányítószáma,1108
Budapest - XXII. - kerület - Sík - utca - az egész utca irányítószáma,1224
Budapest - I. - kerület - Sikló - utca - az egész utca irányítószáma,1013
Budapest - XVII. - kerület - Siklórepülõ - köz - az egész utca irányítószáma,1174
Budapest - III. - kerület - Silvanus - sétány - az egész utca irányítószáma,1031
Budapest - XVII. - kerület - Sima - utca - az egész utca irányítószáma,1173
Budapest - XVI. - kerület - Simándi - tér - az egész utca irányítószáma,1162
Budapest - XVI. - kerület - Simándi - utca - az egész utca irányítószáma,1162
Budapest - XXII. - kerület - SimándyJózsef - utca - az egész utca irányítószáma,1223
Budapest - II. - kerület - Simon - utca - az egész utca irányítószáma,1029
Budapest - XVI. - kerület - Simonfa - utca - az egész utca irányítószáma,1165
Budapest - XXI. - kerület - SimonBolivár - sétány - az egész utca irányítószáma,1214
Budapest - XVI. - kerület - Simongáti - köz - az egész utca irányítószáma,1164
Budapest - XVI. - kerület - Simongát - utca - az egész utca irányítószáma,1164
Budapest - XVIII. - kerület - SimonyiGéza - utca - az egész utca irányítószáma,1183
Budapest - XIX. - kerület - SimonyiZsigmond - utca - az egész utca irányítószáma,1191
Budapest - XV. - kerület - Sín - utca - az egész utca irányítószáma,1151
Budapest - XVIII. - kerület - SinaSimon - sétány - az egész utca irányítószáma,1186
Budapest - III. - kerület - SinkovitsImre - utca - az egész utca irányítószáma,1039
Budapest - XXIII. - kerület - Sínpár - utca - az egész utca irányítószáma,1239
Budapest - XVIII. - kerület - Sió - utca - az egész utca irányítószáma,1185
Budapest - XII. - kerület - Sion - lépcsõ - az egész utca irányítószáma,1124
Budapest - II. - kerület - Síp - utca - az egész utca irányítószáma,1028
Budapest - VII. - kerület - Síp - utca - az egész utca irányítószáma,1075
Budapest - XXII. - kerület - Síp - utca - az egész utca irányítószáma,1222
Budapest - XXII. - kerület - Sipka - utca - az egész utca irányítószáma,1224
Budapest - XV. - kerület - Sipos - tér - az egész utca irányítószáma,1151
Budapest - XI. - kerület - SiposPál - utca - az egész utca irányítószáma,1116
Budapest - XII. - kerület - Sirály - utca - az egész utca irányítószáma,1124
Budapest - X. - kerület - Sírkert - út - az egész utca irányítószáma,1108
Budapest - XI. - kerület - Siroki - utca - az egész utca irányítószáma,1117
Budapest - XXIII. - kerület - Sisak - utca - az egész utca irányítószáma,1239
Budapest - XVII. - kerület - Sisakossáska - utca - az egész utca irányítószáma,1171
Budapest - XXIII. - kerület - Sisakvirág - utca - az egész utca irányítószáma,1237
Budapest - XIV. - kerület - SlachtaMargit - park - az egész utca irányítószáma,1142
Budapest - XVIII. - kerület - Smaragd - utca - az egész utca irányítószáma,1188
Budapest - V. - kerület - Só - utca - az egész utca irányítószáma,1056
Budapest - XXII. - kerület - Só - utca - az egész utca irányítószáma,1222
Budapest - IX. - kerület - SobieskiJános - utca - az egész utca irányítószáma,1096
Budapest - XVI. - kerület - Sóderos - utca - az egész utca irányítószáma,1164
Budapest - II. - kerület - Sodrás - utca - az egész utca irányítószáma,1026
Budapest - XXIII. - kerület - Sodronyos - utca - az egész utca irányítószáma,1239
Budapest - XIII. - kerület - Sógor - utca - az egész utca irányítószáma,1131
Budapest - XXII. - kerület - Sóhaj - utca - az egész utca irányítószáma,1222
Budapest - IX. - kerület - Sóház - utca - az egész utca irányítószáma,1093
Budapest - XI. - kerület - Solt - utca - 1 - 1,1116
Budapest - XI. - kerület - Solt - utca - az utca többi részének irányítószáma,1119
Budapest - II. - kerület - SoltOttilia - tér - az egész utca irányítószáma,1023
Budapest - XIII. - kerület - Sólyatér - utca - az egész utca irányítószáma,1138
Budapest - III. - kerület - Solymár - utca - az egész utca irányítószáma,1032
